Image Name,MH,LR,FJ,BC,RS,SS,NSV,OCS,OCCS,SCBS,SBSC
119.jpg,1,1,0,1,0,0,0,1,0,0,0
120.jpg,1,1,0,1,0,0,0,0,0,1,0
121.jpg,1,1,0,1,0,0,0,0,0,0,1
122.jpg,0,0,0,0,0,0,0,0,0,1,0
123.jpg,0,0,0,1,0,1,0,1,0,0,0
124.jpg,0,0,0,0,0,0,0,0,0,0,1
125.jpg,1,0,0,0,0,1,0,1,0,0,0
126.jpg,1,1,1,0,0,0,0,0,0,0,1
127.jpg,1,0,0,0,0,1,0,0,1,0,0
128.jpg,0,0,1,0,0,0,0,0,0,1,0
129.jpg,0,1,0,0,0,0,0,0,0,1,0
130.jpg,1,0,1,0,0,0,1,0,0,0,0
131.jpg,0,0,1,0,0,0,0,0,0,0,1
132.jpg,0,1,0,0,0,0,0,0,0,1,0
133.jpg,1,0,0,1,0,1,1,0,0,0,0
134.jpg,0,1,0,0,0,0,0,0,1,0,0
135.jpg,0,1,0,1,0,0,0,0,0,1,0
136.jpg,0,0,0,0,0,0,0,0,0,1,0
137.jpg,1,0,0,0,0,1,0,1,0,0,0
138.jpg,1,0,0,0,1,0,0,0,0,1,0
139.jpg,0,1,0,0,0,0,0,0,1,0,0
140.jpg,0,0,0,0,0,1,0,0,1,0,0
141.jpg,1,0,0,1,0,0,0,0,0,0,1
142.jpg,0,0,0,0,1,0,1,0,0,0,0
143.jpg,0,1,0,0,0,0,0,0,0,1,0
144.jpg,1,0,1,0,0,0,0,0,0,1,0
145.jpg,1,0,0,0,0,0,1,0,0,0,0
146.jpg,0,1,0,1,0,0,0,0,0,1,0
147.jpg,0,1,0,0,0,0,0,0,0,1,0
148.jpg,0,0,0,0,0,0,0,0,0,0,1
149.jpg,0,0,1,1,0,0,0,1,0,0,0
150.jpg,0,1,0,1,0,0,0,0,0,1,0
151.jpg,0,0,0,0,1,1,1,0,0,0,0
152.jpg,1,0,1,0,1,0,1,0,0,0,0
153.jpg,0,0,1,0,0,1,0,0,0,0,1
154.jpg,1,0,0,1,0,1,0,0,0,1,0
155.jpg,1,0,1,0,0,1,0,1,0,0,0
156.jpg,0,0,0,0,0,1,0,0,1,0,0
157.jpg,0,0,0,1,1,1,0,0,0,0,1
158.jpg,0,0,0,1,0,0,0,0,0,0,1
159.jpg,0,0,1,0,0,1,0,0,1,0,0
160.jpg,1,0,0,0,0,1,0,0,0,0,1
161.jpg,1,0,1,0,0,1,0,1,0,0,0
162.jpg,0,0,0,0,0,1,0,0,1,0,0
163.jpg,0,0,1,0,0,0,0,1,0,0,0
164.jpg,0,0,1,0,1,0,0,1,0,0,0
165.jpg,0,1,0,0,0,0,0,0,0,0,1
166.jpg,0,1,0,0,0,0,0,0,0,0,1
167.jpg,0,1,0,0,0,0,0,0,0,0,1
168.jpg,0,1,0,0,0,0,0,0,0,0,1
169.jpg,0,1,0,0,0,0,0,0,0,0,1
170.jpg,0,1,0,0,0,0,0,0,0,0,1
171.jpg,0,0,0,0,0,1,0,0,0,0,1
172.jpg,0,0,0,0,0,1,0,1,0,0,0
173.jpg,0,0,0,0,0,0,0,0,1,0,0
174.jpg,0,1,0,0,0,0,0,0,0,0,1
175.jpg,0,1,0,0,0,0,0,1,0,0,0
176.jpg,1,0,1,0,0,1,1,0,0,0,0
177.jpg,1,0,1,0,0,0,0,0,0,1,0
178.jpg,0,0,1,0,0,1,0,1,0,0,0
179.jpg,0,0,0,0,0,1,0,0,1,0,0
180.jpg,1,0,1,0,0,1,1,0,0,0,0
181.jpg,1,0,1,0,0,1,0,0,0,1,0
182.jpg,0,0,1,0,0,1,0,1,0,0,0
183.jpg,0,0,0,0,0,1,0,0,0,0,1
184.jpg,1,0,0,0,0,1,0,0,1,0,0
185.jpg,0,0,1,0,0,1,1,0,0,0,0
186.jpg,0,1,0,0,0,0,0,0,0,1,0
187.jpg,1,0,0,0,0,1,0,0,0,0,1
188.jpg,0,0,0,0,1,0,0,0,0,0,1
189.jpg,0,0,0,0,1,0,1,0,0,0,0
190.jpg,0,0,0,0,1,0,1,0,0,0,0
191.jpg,0,0,0,0,1,0,1,0,0,0,0
192.jpg,0,0,0,0,1,0,1,0,0,0,0
193.jpg,0,0,0,0,1,0,0,0,0,1,0
194.jpg,0,0,0,0,1,0,0,0,0,0,1
195.jpg,0,0,0,0,1,0,0,0,0,1,0
196.jpg,0,0,0,0,1,0,1,0,0,0,0
197.jpg,0,0,0,0,1,0,0,1,0,0,0
198.jpg,1,1,0,0,0,0,0,1,0,0,0
199.jpg,0,0,0,1,0,0,0,0,0,0,1
200.jpg,0,0,0,0,0,0,0,0,1,0,0
201.jpg,1,0,0,0,0,1,0,0,1,0,0
202.jpg,1,0,0,0,0,1,0,0,0,1,0
203.jpg,1,1,0,0,0,0,0,0,1,0,0
204.jpg,1,0,0,0,0,0,0,0,0,1,0
205.jpg,1,0,0,0,0,1,0,0,0,0,1
206.jpg,1,0,1,0,0,0,0,1,0,0,0
207.jpg,1,0,0,0,0,0,0,0,1,0,0
208.jpg,1,0,0,0,0,0,0,0,1,0,0
209.jpg,1,0,1,0,0,0,0,0,0,1,0
210.jpg,0,0,0,1,0,1,0,1,0,0,0
211.jpg,0,0,0,1,0,0,0,0,0,1,0
212.jpg,1,0,0,0,0,0,0,0,0,0,1
213.jpg,1,0,1,0,0,1,0,1,0,0,0
214.jpg,0,1,0,0,0,0,0,0,0,1,0
215.jpg,1,0,1,0,0,0,0,0,0,1,0
216.jpg,1,0,0,0,0,0,0,0,1,0,0
217.jpg,0,0,0,1,0,0,0,0,0,1,0
218.jpg,0,0,1,0,0,0,0,0,0,0,1
219.jpg,1,0,1,0,1,0,0,0,0,0,1
220.jpg,1,0,0,0,0,1,0,0,0,0,1
221.jpg,0,1,0,1,0,0,0,0,0,0,1
222.jpg,1,0,0,0,0,1,0,0,0,1,0
223.jpg,0,0,1,1,1,0,1,0,0,0,0
224.jpg,0,0,0,0,0,0,0,0,0,1,0
225.jpg,1,1,1,0,0,0,0,0,0,1,0
226.jpg,0,0,1,0,0,0,0,0,0,1,0
227.jpg,1,0,0,0,0,0,0,0,0,0,1
228.jpg,0,0,1,0,0,0,0,0,0,0,1
229.jpg,0,0,0,0,0,0,0,0,0,1,0
230.jpg,0,0,0,0,0,0,0,0,0,1,0
231.jpg,1,1,1,0,0,0,0,0,0,1,0
232.jpg,1,1,1,0,0,0,0,0,0,1,0
233.jpg,1,1,0,0,0,0,0,0,0,1,0
234.jpg,1,1,1,0,0,0,0,0,0,0,1
235.jpg,1,0,1,0,0,0,0,0,1,0,0
236.jpg,1,0,1,0,0,0,0,0,0,1,0
237.jpg,1,0,0,0,0,0,0,0,0,0,1
238.jpg,0,1,1,0,0,0,0,0,1,0,0
239.jpg,1,0,1,0,0,0,1,0,0,0,0
240.jpg,1,1,0,0,0,0,0,0,0,1,0
241.jpg,1,0,1,0,1,0,0,0,0,0,1
242.jpg,0,0,1,0,1,0,0,0,0,0,1
243.jpg,1,0,0,0,0,0,0,0,0,1,0
244.jpg,1,0,0,0,0,1,1,0,0,0,0
245.jpg,1,0,1,0,0,0,0,0,0,0,1
246.jpg,1,0,0,0,0,0,0,0,0,0,1
247.jpg,1,0,0,0,0,0,0,0,0,1,0
248.jpg,1,0,0,0,0,0,0,0,0,1,0
249.jpg,1,0,0,0,1,0,0,0,0,1,0
250.jpg,0,0,0,0,0,0,0,0,0,0,1
251.jpg,1,0,1,0,0,0,1,0,0,0,0
252.jpg,0,0,1,0,0,0,0,0,0,1,0
253.jpg,0,0,1,0,0,0,0,1,0,0,0
254.jpg,0,0,1,0,0,0,0,0,0,0,1
255.jpg,0,0,0,0,0,0,0,0,0,1,0
256.jpg,1,0,0,0,0,0,0,0,0,0,1
257.jpg,0,0,0,0,1,0,0,0,0,0,1
258.jpg,0,0,0,1,0,0,0,0,0,1,0
259.jpg,0,0,0,0,0,0,0,1,0,0,0
260.jpg,0,0,0,0,1,0,0,0,0,0,1
261.jpg,0,0,1,0,0,0,0,0,1,0,0
262.jpg,0,0,1,0,0,0,0,0,0,1,0
263.jpg,0,1,0,0,0,0,0,0,0,0,1
264.jpg,0,1,0,0,0,0,0,0,0,0,1
265.jpg,0,0,0,0,0,0,0,0,0,0,1
266.jpg,0,0,1,0,0,0,0,0,0,1,0
267.jpg,0,0,1,0,0,0,0,0,1,0,0
268.jpg,0,0,0,0,0,0,0,0,0,0,1
269.jpg,0,0,1,0,0,0,0,0,1,0,0
270.jpg,1,0,0,0,0,0,0,0,1,0,0
271.jpg,1,0,0,0,0,0,0,0,0,0,1
272.jpg,1,0,0,0,0,0,0,0,0,0,1
273.jpg,1,0,0,0,0,0,0,0,0,1,0
274.jpg,1,0,0,0,0,0,0,0,0,1,0
275.jpg,0,0,1,0,1,0,1,0,0,0,0
276.jpg,0,0,0,0,0,0,0,0,1,0,0
277.jpg,0,0,1,0,0,0,1,0,0,0,0
278.jpg,0,0,1,0,1,0,1,0,0,0,0
279.jpg,0,1,0,1,0,0,0,0,0,1,0
280.jpg,0,0,0,0,0,0,0,0,0,1,0
281.jpg,0,0,0,0,0,0,0,0,0,1,0
282.jpg,0,0,0,0,1,0,0,0,0,1,0
283.jpg,0,0,0,1,1,0,0,0,0,0,1
284.jpg,1,0,0,0,0,0,0,0,0,1,0
285.jpg,1,0,1,0,0,0,0,0,0,0,1
286.jpg,0,0,0,0,0,0,0,0,1,0,0
287.jpg,0,0,0,1,1,0,0,0,0,0,1
288.jpg,0,0,0,1,1,0,1,0,0,0,0
289.jpg,0,0,0,1,1,0,0,0,0,1,0
290.jpg,0,0,1,1,1,0,0,0,0,1,0
291.jpg,0,0,0,0,0,0,1,0,0,0,0
292.jpg,1,0,1,0,0,0,1,0,0,0,0
293.jpg,1,0,0,0,0,0,0,0,0,0,1
294.jpg,0,0,1,0,0,0,0,0,0,0,1
295.jpg,1,0,1,0,0,0,0,0,0,1,0
296.jpg,0,0,1,0,0,0,1,0,0,0,0
297.jpg,0,0,1,0,0,0,0,0,0,0,1
298.jpg,0,0,0,0,0,0,0,0,0,0,1
299.jpg,0,0,0,0,0,0,0,0,0,0,1
300.jpg,1,0,0,0,0,0,0,0,1,0,0
301.jpg,1,0,1,0,0,0,0,0,0,0,1
302.jpg,1,0,1,0,0,0,1,0,0,0,0
303.jpg,1,0,1,0,0,0,1,0,0,0,0
304.jpg,1,0,0,0,0,0,0,0,0,0,1
305.jpg,1,0,1,0,0,0,1,0,0,0,0
306.jpg,1,0,1,0,0,0,0,0,0,1,0
307.jpg,1,0,1,0,0,0,0,0,0,1,0
308.jpg,1,0,1,0,0,0,0,0,1,0,0
309.jpg,1,0,1,0,0,0,0,0,0,0,1
310.jpg,1,0,0,0,0,0,1,0,0,0,0
311.jpg,1,1,0,0,0,0,0,0,0,1,0
312.jpg,1,0,1,0,0,0,0,0,0,1,0
313.jpg,1,1,1,0,0,0,0,0,1,0,0
314.jpg,1,0,0,0,0,0,0,0,1,0,0
315.jpg,1,0,1,0,0,0,0,0,0,1,0
316.jpg,0,0,0,0,0,0,0,0,0,0,1
317.jpg,0,0,0,0,0,0,0,0,0,0,1
318.jpg,0,1,0,0,0,0,0,0,1,0,0
319.jpg,1,0,0,0,0,0,0,1,0,0,0
320.jpg,1,0,1,0,0,0,0,0,0,1,0
321.jpg,0,0,0,0,0,0,0,0,0,1,0
322.jpg,1,1,1,0,0,0,0,0,1,0,0
323.jpg,1,0,1,0,0,0,0,0,1,0,0
324.jpg,1,0,1,0,0,0,0,1,0,0,0
325.jpg,1,0,0,0,0,0,0,0,0,0,1
326.jpg,0,0,0,0,0,0,1,0,0,0,0
327.jpg,1,0,0,0,0,0,0,0,1,0,0
328.jpg,1,0,0,0,0,0,0,0,0,0,1
329.jpg,1,0,1,0,0,0,0,0,0,0,1
330.jpg,1,0,0,0,0,0,0,0,0,1,0
331.jpg,0,0,0,0,0,0,0,0,0,0,1
332.jpg,1,0,0,0,0,0,1,0,0,0,0
333.jpg,1,0,0,0,0,0,0,0,0,1,0
334.jpg,1,0,0,1,0,0,0,1,0,0,0
335.jpg,1,0,1,0,0,0,0,0,1,0,0
336.jpg,1,0,0,0,0,0,0,1,0,0,0
337.jpg,1,0,0,0,0,1,0,1,0,0,0
338.jpg,1,0,0,0,0,0,0,0,0,0,1
339.jpg,1,0,0,0,0,0,0,0,0,0,1
340.jpg,1,0,0,0,0,0,0,1,0,0,0
341.jpg,1,0,0,0,0,0,0,1,0,0,0
342.jpg,1,0,0,0,0,1,0,0,0,0,1
343.jpg,0,0,0,0,0,1,0,1,0,0,0
344.jpg,1,0,0,0,1,0,1,0,0,0,0
345.jpg,1,0,0,0,0,0,0,0,1,0,0
346.jpg,1,0,0,0,0,0,1,0,0,0,0
347.jpg,1,0,0,0,0,0,0,0,0,1,0
348.jpg,1,0,1,0,0,0,1,0,0,0,0
349.jpg,1,0,1,0,0,0,0,0,0,0,1
350.jpg,1,0,0,0,0,0,0,0,1,0,0
351.jpg,1,0,1,0,0,0,0,0,0,0,1
352.jpg,1,0,1,0,0,0,0,0,1,0,0
353.jpg,0,0,0,0,1,0,0,0,1,0,0
354.jpg,1,0,1,0,0,0,0,0,1,0,0
355.jpg,1,0,1,0,0,0,0,0,1,0,0
356.jpg,0,0,1,0,0,0,1,0,0,0,0
357.jpg,0,0,0,0,1,0,0,1,0,0,0
358.jpg,1,0,0,0,1,0,0,0,0,1,0
359.jpg,1,0,0,0,1,0,0,0,0,1,0
360.jpg,1,0,1,0,0,0,0,0,0,1,0
361.jpg,1,0,1,0,0,0,1,0,0,0,0
362.jpg,1,0,1,0,0,0,1,0,0,0,0
363.jpg,1,0,1,0,0,0,0,0,0,0,1
364.jpg,1,0,0,0,0,0,0,1,0,0,0
365.jpg,1,0,0,0,0,0,1,0,0,0,0
366.jpg,1,0,1,0,0,0,0,0,0,0,1
367.jpg,1,0,1,0,0,0,0,0,0,1,0
368.jpg,1,0,1,0,0,0,0,0,0,0,1
369.jpg,1,0,1,0,0,0,0,1,0,0,0
370.jpg,0,0,0,0,0,0,0,0,1,0,0
371.jpg,0,0,0,0,1,0,0,0,0,1,0
372.jpg,0,0,0,0,1,0,0,1,0,0,0
373.jpg,1,0,1,0,0,0,0,0,0,0,1
374.jpg,1,0,1,0,0,0,0,0,1,0,0
375.jpg,0,0,0,0,1,0,0,0,1,0,0
376.jpg,0,0,0,0,1,0,0,1,0,0,0
377.jpg,1,0,1,0,0,0,0,1,0,0,0
378.jpg,0,0,0,0,0,0,0,1,0,0,0
379.jpg,0,0,0,0,0,0,1,0,0,0,0
380.jpg,0,0,1,0,1,0,0,1,0,0,0
381.jpg,0,0,1,0,0,0,0,0,0,0,1
382.jpg,0,0,0,0,1,0,0,0,1,0,0
383.jpg,0,0,1,0,0,0,0,0,1,0,0
384.jpg,0,0,1,0,1,0,0,0,1,0,0
385.jpg,1,0,0,1,1,0,0,0,1,0,0
386.jpg,0,0,0,1,0,0,0,0,0,0,1
387.jpg,0,0,1,0,1,0,0,0,1,0,0
388.jpg,0,0,1,0,0,0,0,1,0,0,0
389.jpg,0,0,1,1,0,0,0,0,0,1,0
390.jpg,0,0,1,0,0,0,1,0,0,0,0
391.jpg,0,0,1,0,0,0,0,1,0,0,0
392.jpg,0,0,0,0,1,0,0,0,1,0,0
393.jpg,0,0,0,0,0,0,0,0,1,0,0
394.jpg,0,0,0,0,0,0,1,0,0,0,0
395.jpg,0,0,1,0,0,0,0,0,0,0,1
396.jpg,0,0,1,0,0,0,0,0,1,0,0
397.jpg,0,1,1,0,0,0,0,0,0,0,1
398.jpg,0,0,1,0,1,0,1,0,0,0,0
399.jpg,0,0,1,0,0,0,0,0,0,0,1
400.jpg,1,0,1,0,0,0,0,0,1,0,0
401.jpg,0,0,1,0,1,0,0,1,0,0,0
402.jpg,0,0,0,0,0,0,0,0,0,0,1
403.jpg,0,0,1,0,0,0,1,0,0,0,0
404.jpg,0,0,0,1,0,0,0,0,1,0,0
405.jpg,0,0,1,0,0,0,0,1,0,0,0
406.jpg,1,0,1,0,0,0,0,0,1,0,0
407.jpg,0,0,1,0,0,0,0,0,0,1,0
408.jpg,0,0,0,1,1,0,0,1,0,0,0
409.jpg,0,0,1,0,0,0,0,0,0,0,1
410.jpg,0,0,0,1,1,0,1,0,0,0,0
411.jpg,0,0,0,0,1,0,1,0,0,0,0
412.jpg,0,1,0,1,0,0,0,1,0,0,0
413.jpg,0,0,1,0,0,0,0,1,0,0,0
414.jpg,1,0,0,0,0,0,0,0,0,0,1
415.jpg,1,0,1,0,0,0,0,0,1,0,0
416.jpg,0,0,0,1,0,0,0,0,1,0,0
417.jpg,1,0,1,0,0,0,0,1,0,0,0
418.jpg,1,0,0,0,0,1,0,0,1,0,0
419.jpg,0,0,1,0,1,0,1,0,0,0,0
420.jpg,0,1,1,0,0,0,1,0,0,0,0
421.jpg,0,1,0,1,0,0,0,0,0,1,0
422.jpg,0,0,0,1,0,0,0,0,1,0,0
423.jpg,0,0,0,1,0,0,0,0,0,1,0
424.jpg,1,0,1,0,0,0,0,1,0,0,0
425.jpg,1,1,0,0,0,0,0,0,1,0,0
426.jpg,0,0,0,0,1,1,1,0,0,0,0
427.jpg,1,0,0,0,0,1,0,0,0,1,0
428.jpg,1,0,0,0,0,1,0,0,1,0,0
429.jpg,1,0,0,0,0,1,0,1,0,0,0
430.jpg,1,0,1,0,0,1,0,1,0,0,0
431.jpg,0,0,0,0,0,0,1,0,0,0,0
432.jpg,0,0,1,0,0,1,0,1,0,0,0
433.jpg,1,0,1,0,0,0,0,1,0,0,0
434.jpg,1,0,1,0,0,0,0,1,0,0,0
435.jpg,0,0,0,1,0,1,1,0,0,0,0
436.jpg,1,0,0,0,0,1,0,0,1,0,0
437.jpg,0,0,0,1,1,0,0,0,0,0,1
438.jpg,1,0,0,1,0,0,0,0,0,0,1
439.jpg,1,0,1,0,0,0,0,0,1,0,0
440.jpg,0,0,1,0,0,0,0,0,0,0,1
441.jpg,1,0,1,0,0,0,0,1,0,0,0
442.jpg,0,0,1,0,0,0,0,0,0,1,0
443.jpg,1,0,1,0,0,0,0,0,0,0,1
444.jpg,1,0,0,0,0,0,0,0,0,0,1
445.jpg,1,0,1,0,0,0,0,0,1,0,0
446.jpg,0,0,0,1,0,0,0,0,1,0,0
447.jpg,0,0,0,1,0,0,0,0,1,0,0
448.jpg,0,0,1,0,0,0,0,1,0,0,0
449.jpg,1,0,0,0,0,0,0,1,0,0,0
450.jpg,0,0,1,0,0,0,0,0,1,0,0
451.jpg,0,0,1,0,0,0,0,1,0,0,0
452.jpg,0,0,0,0,0,0,0,0,1,0,0
453.jpg,1,0,0,0,0,1,0,0,0,0,1
454.jpg,1,0,1,0,0,1,0,1,0,0,0
455.jpg,1,0,0,0,0,1,0,0,1,0,0
456.jpg,1,0,0,0,0,0,0,0,1,0,0
457.jpg,0,0,0,1,1,0,0,1,0,0,0
458.jpg,0,0,1,0,0,0,0,1,0,0,0
459.jpg,0,0,0,1,1,0,0,0,1,0,0
460.jpg,0,1,1,0,0,0,1,0,0,0,0
461.jpg,1,0,1,0,0,0,1,0,0,0,0
462.jpg,0,0,1,0,1,0,1,0,0,0,0
463.jpg,0,0,1,0,1,0,1,0,0,0,0
464.jpg,1,0,1,0,0,0,1,0,0,0,0
465.jpg,0,0,1,0,1,1,0,0,1,0,0
466.jpg,0,0,0,0,0,0,0,0,0,0,1
467.jpg,0,0,1,0,1,0,0,1,0,0,0
468.jpg,0,0,0,0,1,0,1,0,0,0,0
469.jpg,0,0,0,0,0,1,0,1,0,0,0
470.jpg,0,1,0,1,0,0,0,1,0,0,0
471.jpg,0,0,1,0,0,0,0,1,0,0,0
472.jpg,0,1,0,0,0,1,1,0,0,0,0
473.jpg,0,0,0,1,0,0,0,1,0,0,0
474.jpg,0,0,0,1,0,0,1,0,0,0,0
475.jpg,0,0,0,1,0,0,0,1,0,0,0
476.jpg,0,1,0,0,0,0,0,0,1,0,0
477.jpg,0,0,0,0,1,0,1,0,0,0,0
478.jpg,0,0,0,0,1,0,1,0,0,0,0
479.jpg,0,0,0,0,1,0,1,0,0,0,0
480.jpg,0,0,0,0,1,0,1,0,0,0,0
481.jpg,0,0,0,0,1,0,1,0,0,0,0
482.jpg,0,1,0,0,1,0,1,0,0,0,0
483.jpg,0,0,0,0,1,0,1,0,0,0,0
484.jpg,0,0,0,0,1,0,1,0,0,0,0
485.jpg,0,0,0,0,1,0,0,1,0,0,0
486.jpg,0,0,0,0,1,0,1,0,0,0,0
487.jpg,0,1,0,0,1,0,1,0,0,0,0
488.jpg,0,0,0,0,1,0,1,0,0,0,0
489.jpg,0,0,0,0,1,0,1,0,0,0,0
490.jpg,0,0,0,1,0,0,0,0,1,0,0
491.jpg,0,1,0,0,0,0,0,1,0,0,0
492.jpg,0,0,0,0,0,0,0,0,1,0,0
493.jpg,1,0,1,0,0,0,0,0,1,0,0
494.jpg,0,0,0,1,0,1,0,1,0,0,0
495.jpg,0,1,0,1,0,0,0,0,1,0,0
496.jpg,0,1,0,1,0,0,0,0,1,0,0
